flight_id;airport_id;airport_type
158287;56;departure
158291;91;departure
158292;63;departure
158293;2;departure
158295;22;departure
158298;41;departure
158299;91;departure
158300;20;departure
158302;84;departure
158303;17;departure
158304;82;departure
158304;62;departure
158305;22;departure
158306;20;departure
158307;41;departure
158309;32;departure
158311;65;departure
158313;6;departure
158315;42;departure
158316;70;departure
158317;75;departure
158318;18;departure
158320;84;departure
158321;42;departure
158322;46;departure
158323;97;departure
158325;13;departure
158326;96;departure
158327;12;departure
158331;80;departure
158332;61;departure
158334;30;departure
158335;35;departure
158337;84;departure
158339;79;departure
158340;16;departure
158342;81;departure
158343;24;departure
158344;1;departure
158345;42;departure
158348;81;departure
158349;22;departure
158350;80;departure
158354;65;departure
158356;46;departure
158360;19;departure
158361;29;departure
158362;69;departure
158363;20;departure
158364;43;departure
158366;72;departure
158368;42;departure
158370;72;departure
158371;86;departure
158372;79;departure
158374;12;departure
158375;95;departure
158376;1;departure
158377;84;departure
158380;65;departure
158382;35;departure
158383;18;departure
158386;72;departure
158387;50;departure
158388;95;departure
158389;60;departure
158392;5;departure
158399;16;departure
158401;30;departure
158402;84;departure
158404;12;departure
158407;14;departure
158408;65;departure
158409;48;departure
158410;52;departure
158412;76;departure
158413;93;departure
158414;91;departure
158415;59;departure
158417;41;departure
158418;42;departure
158421;86;departure
158422;42;departure
158423;29;departure
158424;81;departure
158426;12;departure
158427;57;departure
158428;28;departure
158429;20;departure
158430;15;departure
158431;80;departure
158432;83;departure
158435;12;departure
158438;39;departure
158439;80;departure
158440;86;departure
158441;43;departure
158442;54;departure
158443;59;departure
158445;32;departure
158448;73;departure
158449;49;departure
158451;6;departure
158452;32;departure
158453;43;departure
158454;20;departure
158455;80;departure
158458;83;departure
158460;43;departure
158461;12;departure
158462;16;departure
158463;22;departure
158464;42;departure
158466;36;departure
158470;69;departure
158475;52;departure
158476;65;departure
158477;30;departure
158478;52;departure
158480;29;departure
158482;81;departure
158484;52;departure
158488;38;departure
158489;22;departure
158490;60;departure
158491;35;departure
158492;82;departure
158492;62;departure
158493;12;departure
158495;80;departure
158497;84;departure
158498;21;departure
158500;57;departure
158501;52;departure
158503;46;departure
158504;64;departure
158508;24;departure
158511;57;departure
158512;60;departure
158513;46;departure
158514;96;departure
158516;86;departure
158517;14;departure
158518;12;departure
158520;31;departure
158522;81;departure
158523;22;departure
158527;65;departure
158532;80;departure
158533;97;departure
158534;82;departure
158534;62;departure
158536;5;departure
158537;43;departure
158538;42;departure
158539;21;departure
158541;17;departure
158542;63;departure
158543;84;departure
158545;22;departure
158547;20;departure
158549;16;departure
158553;20;departure
158558;72;departure
158559;72;departure
158560;78;departure
158561;41;departure
158562;81;departure
158563;39;departure
158564;65;departure
158565;50;departure
158566;91;departure
158570;46;departure
158572;65;departure
158575;65;departure
158577;84;departure
158578;38;departure
158582;47;departure
158583;22;departure
158584;74;departure
158585;84;departure
158586;41;departure
158587;28;departure
158588;80;departure
158590;12;departure
158592;79;departure
158593;6;departure
158595;38;departure
158597;49;departure
158598;44;departure
158602;81;departure
158603;45;departure
158604;1;departure
158605;12;departure
158607;49;departure
158608;3;departure
158609;12;departure
158610;45;departure
158612;93;departure
158614;84;departure
158616;22;departure
158623;88;departure
158624;20;departure
158625;31;departure
158627;44;departure
158628;82;departure
158628;62;departure
158631;81;departure
158633;96;departure
158634;90;departure
158636;45;departure
158638;54;departure
158639;40;departure
158640;81;departure
158641;50;departure
158642;41;departure
158643;2;departure
158644;32;departure
158646;86;departure
158647;84;departure
158648;50;departure
158649;46;departure
158650;46;departure
158651;14;departure
158654;38;departure
158659;41;departure
158660;13;departure
158661;16;departure
158664;65;departure
158665;57;departure
158667;76;departure
158668;93;departure
158670;73;departure
158677;42;departure
158678;60;departure
158680;88;departure
158685;5;departure
158687;12;departure
158689;12;departure
158690;39;departure
158693;30;departure
158694;17;departure
158696;20;departure
158697;16;departure
158699;42;departure
158700;60;departure
158703;65;departure
158705;17;departure
158707;47;departure
158708;72;departure
158712;81;departure
158713;30;departure
158715;81;departure
158716;52;departure
158718;56;departure
158720;95;departure
158721;17;departure
158722;80;departure
158723;81;departure
158724;15;departure
158726;59;departure
158727;60;departure
158728;96;departure
158732;32;departure
158733;41;departure
158735;52;departure
158736;18;departure
158737;45;departure
158738;57;departure
158739;72;departure
158740;32;departure
158741;54;departure
158742;12;departure
158743;60;departure
158744;96;departure
158745;50;departure
158748;12;departure
158749;81;departure
158751;32;departure
158753;90;departure
158756;81;departure
158760;50;departure
158762;12;departure
158763;21;departure
158765;1;departure
158766;17;departure
158769;80;departure
158773;31;departure
158774;80;departure
158775;57;departure
158777;32;departure
158780;84;departure
158781;54;departure
158782;63;departure
158784;13;departure
158785;26;departure
158786;96;departure
158788;17;departure
158789;91;departure
158790;59;departure
158791;36;departure
158792;12;departure
158793;32;departure
158794;51;departure
158797;12;departure
158798;50;departure
158799;96;departure
158800;47;departure
158803;59;departure
158804;51;departure
158805;84;departure
158806;39;departure
158808;52;departure
158809;70;departure
158811;12;departure
158812;41;departure
158815;18;departure
158820;65;departure
158822;35;departure
158823;31;departure
158825;2;departure
158826;79;departure
158827;12;departure
158829;17;departure
158830;69;departure
158831;96;departure
158832;50;departure
158836;42;departure
158839;36;departure
158840;82;departure
158840;62;departure
158842;20;departure
158843;12;departure
158844;95;departure
158846;19;departure
158849;13;departure
158851;84;departure
158852;35;departure
158853;51;departure
158854;80;departure
158855;42;departure
158856;14;departure
158857;21;departure
158858;34;departure
158862;69;departure
158863;54;departure
158864;19;departure
158866;81;departure
158867;15;departure
158869;52;departure
158870;41;departure
158872;84;departure
158873;31;departure
158874;97;departure
158875;21;departure
158876;16;departure
158878;2;departure
158880;54;departure
158881;67;departure
158882;69;departure
158883;35;departure
158884;86;departure
158885;16;departure
158888;41;departure
158889;11;departure
158890;42;departure
158895;80;departure
158896;60;departure
158897;21;departure
158898;74;departure
158900;70;departure
158901;61;departure
158903;58;departure
158905;54;departure
158906;84;departure
158907;52;departure
158908;58;departure
158910;5;departure
158911;84;departure
158914;42;departure
158915;38;departure
158918;50;departure
158920;20;departure
158926;46;departure
158928;12;departure
158929;3;departure
158930;43;departure
158931;16;departure
158932;32;departure
158934;82;departure
158934;62;departure
158935;42;departure
158938;20;departure
158940;42;departure
158941;49;departure
158942;84;departure
158945;71;departure
158946;60;departure
158948;17;departure
158949;81;departure
158951;60;departure
158952;41;departure
158953;72;departure
158955;20;departure
158956;57;departure
158957;79;departure
158958;82;departure
158958;62;departure
158964;52;departure
158966;22;departure
158969;88;departure
158971;13;departure
158978;95;departure
158979;93;departure
158980;22;departure
158983;42;departure
158985;20;departure
158987;15;departure
158992;88;departure
158995;5;departure
158996;80;departure
158997;42;departure
158998;86;departure
159000;69;departure
159001;65;departure
159004;38;departure
159005;81;departure
159006;80;departure
159008;69;departure
159009;46;departure
159010;80;departure
159011;69;departure
159012;83;departure
159014;11;departure
159015;69;departure
159018;54;departure
159020;32;departure
159023;47;departure
159024;52;departure
159026;30;departure
159028;46;departure
159031;13;departure
159032;77;departure
159033;12;departure
159035;12;departure
159037;43;departure
159039;52;departure
159042;10;departure
159043;93;departure
159045;83;departure
159046;91;departure
159049;36;departure
159053;46;departure
159056;46;departure
159059;30;departure
159060;46;departure
159061;78;departure
159062;40;departure
159064;57;departure
159065;58;departure
159066;38;departure
159067;72;departure
159068;22;departure
159073;49;departure
159074;48;departure
159075;21;departure
159077;12;departure
159079;12;departure
159081;12;departure
159084;60;departure
159085;65;departure
159086;50;departure
159088;67;departure
159089;46;departure
159091;22;departure
159092;84;departure
159094;38;departure
159097;16;departure
159099;20;departure
159100;81;departure
159101;65;departure
159102;57;departure
159105;2;departure
159108;57;departure
159109;58;departure
159110;6;departure
159111;36;departure
159112;12;departure
159113;69;departure
159114;24;departure
159115;39;departure
159118;81;departure
159119;14;departure
159121;16;departure
159122;3;departure
159123;80;departure
159124;40;departure
159125;21;departure
159126;11;departure
159128;12;departure
159129;84;departure
159130;67;departure
159132;12;departure
159135;50;departure
159136;52;departure
159138;65;departure
159140;58;departure
159141;35;departure
159143;22;departure
159147;22;departure
159150;45;departure
159151;80;departure
159153;80;departure
159154;32;departure
159155;49;departure
159157;52;departure
159158;29;departure
159159;72;departure
159160;41;departure
159162;41;departure
159163;80;departure
159168;12;departure
159169;59;departure
159170;17;departure
159173;24;departure
159174;26;departure
159177;17;departure
159178;12;departure
159180;49;departure
159184;81;departure
159186;57;departure
159189;5;departure
159194;30;departure
159195;49;departure
159198;73;departure
159200;32;departure
159207;39;departure
159208;1;departure
159211;23;departure
159212;20;departure
159213;56;departure
159214;16;departure
159215;89;departure
159216;34;departure
159217;10;departure
159218;5;departure
159219;80;departure
159221;66;departure
159222;38;departure
159225;35;departure
159226;95;departure
159230;22;departure
159232;80;departure
159233;41;departure
159234;19;departure
159235;28;departure
159236;43;departure
159240;43;departure
159241;14;departure
159243;41;departure
159244;72;departure
159245;21;departure
159246;38;departure
159248;5;departure
159250;20;departure
159251;21;departure
159254;16;departure
159255;66;departure
159256;42;departure
159259;50;departure
159260;80;departure
159261;72;departure
159263;22;departure
159264;47;departure
159265;17;departure
159268;50;departure
159269;38;departure
159270;1;departure
159271;6;departure
159273;1;departure
159275;20;departure
159277;70;departure
159280;42;departure
159283;32;departure
159286;15;departure
159287;81;departure
159288;65;departure
159290;72;departure
159291;51;departure
159292;49;departure
159293;84;departure
159294;90;departure
159299;92;departure
159300;32;departure
159301;20;departure
159302;19;departure
159307;81;departure
159308;96;departure
159309;51;departure
159310;81;departure
159311;40;departure
159312;32;departure
159314;69;departure
159315;45;departure
159320;5;departure
159322;5;departure
159323;82;departure
159323;62;departure
159325;49;departure
159326;41;departure
159328;21;departure
159329;81;departure
159332;52;departure
159333;57;departure
159334;30;departure
159336;72;departure
159337;80;departure
159338;21;departure
159339;84;departure
159340;66;departure
159341;43;departure
159342;90;departure
159343;41;departure
159347;5;departure
159348;17;departure
159349;41;departure
159350;96;departure
159351;22;departure
159352;22;departure
159353;17;departure
159354;46;departure
159356;17;departure
159359;95;departure
159361;49;departure
159364;70;departure
159365;46;departure
159367;38;departure
159368;80;departure
159370;14;departure
159372;80;departure
159374;20;departure
159375;82;departure
159375;62;departure
159376;43;departure
159377;26;departure
159378;72;departure
159380;41;departure
159381;93;departure
159383;96;departure
159385;52;departure
159387;6;departure
159389;82;departure
159389;62;departure
159395;34;departure
159398;60;departure
159399;16;departure
159400;84;departure
159401;36;departure
159403;91;departure
159404;84;departure
159405;87;departure
159406;52;departure
159407;38;departure
159409;81;departure
159410;81;departure
159412;13;departure
159415;42;departure
159416;5;departure
159417;72;departure
159419;42;departure
159420;52;departure
159422;81;departure
159423;72;departure
159424;16;departure
159425;82;departure
159425;62;departure
159426;84;departure
159427;78;departure
159430;93;departure
159433;12;departure
159434;12;departure
159435;91;departure
159438;30;departure
159439;93;departure
159444;14;departure
159445;6;departure
159446;22;departure
159447;96;departure
159449;22;departure
159450;72;departure
159452;81;departure
159454;65;departure
159455;20;departure
159456;96;departure
159458;88;departure
159459;84;departure
159460;12;departure
159461;79;departure
159462;80;departure
159463;81;departure
159467;20;departure
159468;32;departure
159471;20;departure
159473;70;departure
159477;20;departure
159478;59;departure
159479;38;departure
159480;12;departure
159482;41;departure
159484;42;departure
159486;3;departure
159488;70;departure
159489;81;departure
159491;22;departure
159493;20;departure
159494;3;departure
159496;22;departure
159497;19;departure
159504;60;departure
159505;21;departure
159507;49;departure
159509;49;departure
159512;12;departure
159513;73;departure
159514;36;departure
159515;96;departure
159516;82;departure
159516;62;departure
159520;12;departure
159522;88;departure
159530;38;departure
159531;50;departure
159532;15;departure
159533;17;departure
159534;34;departure
159536;23;departure
159537;13;departure
159539;58;departure
159541;65;departure
159543;57;departure
159544;12;departure
159545;91;departure
159546;21;departure
159548;17;departure
159550;32;departure
159551;28;departure
159552;16;departure
159553;81;departure
159555;12;departure
159558;84;departure
159559;57;departure
159561;22;departure
159562;75;departure
159563;41;departure
159566;16;departure
159567;23;departure
159572;34;departure
159573;78;departure
159575;71;departure
159577;86;departure
159580;84;departure
159583;80;departure
159586;22;departure
159587;91;departure
159590;69;departure
159591;36;departure
159592;41;departure
159594;30;departure
159598;30;departure
159601;43;departure
159603;20;departure
159606;30;departure
159608;12;departure
159611;31;departure
159613;86;departure
159614;80;departure
159615;65;departure
159616;72;departure
159619;15;departure
159622;49;departure
159623;16;departure
159627;89;departure
159630;12;departure
159631;15;departure
159632;38;departure
159634;41;departure
159637;22;departure
159638;65;departure
159639;96;departure
159640;69;departure
159641;41;departure
159642;46;departure
159645;96;departure
159646;49;departure
159647;16;departure
159648;59;departure
159649;46;departure
159652;15;departure
159654;88;departure
159655;89;departure
159656;80;departure
159657;16;departure
159659;52;departure
159660;20;departure
159664;36;departure
159665;54;departure
159667;6;departure
159669;57;departure
159670;82;departure
159670;62;departure
159673;22;departure
159674;22;departure
159675;79;departure
159677;81;departure
159680;16;departure
159683;75;departure
159686;93;departure
159687;65;departure
159688;43;departure
159690;15;departure
159691;12;departure
159692;65;departure
159693;42;departure
159694;72;departure
159700;49;departure
159701;21;departure
159702;52;departure
159706;20;departure
159708;73;departure
159711;23;departure
159714;81;departure
159715;91;departure
159719;57;departure
159720;16;departure
159722;36;departure
159723;30;departure
159724;72;departure
159725;86;departure
159727;80;departure
159729;22;departure
159731;6;departure
159732;2;departure
159733;72;departure
159736;12;departure
159737;65;departure
159738;22;departure
159739;82;departure
159739;62;departure
159740;89;departure
159742;73;departure
159743;78;departure
159745;16;departure
159750;69;departure
159751;42;departure
159752;46;departure
159753;42;departure
159754;18;departure
159755;70;departure
159756;93;departure
159757;12;departure
159758;16;departure
159761;12;departure
159762;13;departure
159764;78;departure
159768;96;departure
159769;42;departure
159772;80;departure
159773;31;departure
159774;69;departure
159775;80;departure
159777;17;departure
159779;12;departure
159781;41;departure
159783;20;departure
159786;12;departure
159787;82;departure
159787;62;departure
159789;50;departure
159791;84;departure
159792;96;departure
159793;93;departure
159794;5;departure
159795;5;departure
159796;70;departure
159798;65;departure
159799;42;departure
159801;2;departure
159802;69;departure
159803;79;departure
159804;80;departure
159809;43;departure
159811;54;departure
159812;35;departure
159813;82;departure
159813;62;departure
159814;42;departure
159816;47;departure
159817;67;departure
159818;41;departure
159820;73;departure
159821;81;departure
159822;82;departure
159822;62;departure
159823;21;departure
159824;12;departure
159825;6;departure
159827;79;departure
159828;43;departure
159830;12;departure
159831;6;departure
159832;67;departure
159834;93;departure
159835;46;departure
159836;65;departure
159838;31;departure
159843;12;departure
159845;67;departure
159848;86;departure
159850;69;departure
159853;92;departure
159855;75;departure
159856;93;departure
159858;61;departure
159859;10;departure
159862;84;departure
159865;35;departure
159866;5;departure
159869;20;departure
159875;81;departure
159880;40;departure
159881;43;departure
159883;12;departure
159885;12;departure
159886;72;departure
159887;84;departure
159889;24;departure
159890;60;departure
159893;16;departure
159894;12;departure
159901;12;departure
159904;59;departure
159905;67;departure
159907;2;departure
159909;89;departure
159910;52;departure
159912;81;departure
159914;20;departure
159916;93;departure
159918;73;departure
159921;41;departure
159923;12;departure
159924;22;departure
159925;36;departure
159926;6;departure
159927;10;departure
159932;16;departure
159937;61;departure
159942;29;departure
159944;50;departure
159945;51;departure
159946;47;departure
159947;88;departure
159948;88;departure
159949;72;departure
159950;90;departure
159951;82;departure
159951;62;departure
159952;65;departure
159954;54;departure
159955;52;departure
159958;2;departure
159959;41;departure
159961;54;departure
159964;20;departure
159965;42;departure
159966;95;departure
159967;81;departure
159969;80;departure
159971;49;departure
159972;41;departure
159973;65;departure
159974;61;departure
159975;35;departure
159976;30;departure
159977;38;departure
159980;20;departure
159984;5;departure
159985;16;departure
159987;84;departure
159989;81;departure
159991;29;departure
159992;35;departure
159993;16;departure
159994;82;departure
159994;62;departure
159996;91;departure
159998;57;departure
159999;2;departure
160001;41;departure
160003;41;departure
160005;72;departure
160006;20;departure
160007;81;departure
160008;36;departure
160009;48;departure
160012;41;departure
160013;83;departure
160015;69;departure
160016;52;departure
160018;12;departure
160021;52;departure
160023;54;departure
160024;88;departure
160025;16;departure
160027;22;departure
160029;12;departure
160031;50;departure
160035;81;departure
160036;82;departure
160036;62;departure
160037;41;departure
160038;89;departure
160039;36;departure
160041;91;departure
160043;81;departure
160044;12;departure
160045;20;departure
160046;36;departure
160047;79;departure
160048;80;departure
160049;21;departure
160052;72;departure
160053;19;departure
160054;61;departure
160055;57;departure
160061;22;departure
160062;72;departure
160063;42;departure
160066;41;departure
160068;66;departure
160069;42;departure
160070;17;departure
160073;36;departure
160074;20;departure
160076;75;departure
160078;31;departure
160079;61;departure
160080;46;departure
160082;34;departure
160084;82;departure
160084;62;departure
160085;78;departure
160086;38;departure
160087;22;departure
160088;65;departure
160089;59;departure
160091;42;departure
160093;52;departure
160096;81;departure
160097;16;departure
160098;31;departure
160099;73;departure
160100;12;departure
160103;78;departure
160107;61;departure
160109;35;departure
160111;80;departure
160112;26;departure
160113;41;departure
160114;50;departure
160116;93;departure
160117;86;departure
160120;57;departure
160121;47;departure
160122;81;departure
160125;35;departure
160126;95;departure
160127;5;departure
160129;12;departure
160130;32;departure
160131;45;departure
160132;50;departure
160136;17;departure
160137;82;departure
160137;62;departure
160138;36;departure
160142;21;departure
160143;70;departure
160144;83;departure
160145;43;departure
160147;90;departure
160148;19;departure
160151;31;departure
160152;81;departure
160155;81;departure
160156;54;departure
160157;95;departure
160158;22;departure
160159;77;departure
160160;41;departure
160166;5;departure
160167;17;departure
160169;49;departure
160172;81;departure
160174;69;departure
160176;30;departure
160177;80;departure
160178;50;departure
160179;16;departure
160181;21;departure
160183;17;departure
160184;82;departure
160184;62;departure
160186;21;departure
160188;45;departure
160190;65;departure
160193;60;departure
160195;75;departure
160196;81;departure
160197;84;departure
160198;82;departure
160198;62;departure
160199;52;departure
160200;30;departure
160201;21;departure
160205;12;departure
160206;2;departure
160213;52;departure
160216;32;departure
160217;80;departure
160218;22;departure
160220;70;departure
160223;71;departure
160224;86;departure
160227;20;departure
160232;12;departure
160233;16;departure
160234;60;departure
160235;20;departure
160236;65;departure
160238;42;departure
160239;36;departure
160240;58;departure
160241;16;departure
160242;69;departure
160243;84;departure
160245;84;departure
160247;12;departure
160248;54;departure
160250;5;departure
160251;39;departure
160254;38;departure
160255;79;departure
160256;29;departure
160257;15;departure
160259;14;departure
160260;42;departure
160261;80;departure
160264;81;departure
160265;80;departure
160269;61;departure
160271;51;departure
160272;34;departure
160273;70;departure
160274;93;departure
160279;46;departure
160281;74;departure
160283;59;departure
160284;49;departure
160285;84;departure
160286;58;departure
160288;38;departure
160291;16;departure
160292;16;departure
160294;41;departure
160295;83;departure
160298;81;departure
160299;87;departure
160300;91;departure
160301;1;departure
160302;15;departure
160304;14;departure
160307;13;departure
160309;73;departure
160310;32;departure
160311;93;departure
160312;39;departure
160313;12;departure
160314;46;departure
160316;30;departure
160318;23;departure
160319;84;departure
160320;36;departure
160321;21;departure
160322;59;departure
160323;5;departure
160327;74;departure
160328;21;departure
160331;80;departure
160336;22;departure
160339;72;departure
160341;43;departure
160343;82;departure
160343;62;departure
160344;36;departure
160346;54;departure
160347;17;departure
160348;45;departure
160350;71;departure
160352;16;departure
160353;72;departure
160357;54;departure
160359;21;departure
160360;91;departure
160361;54;departure
160362;21;departure
160364;20;departure
160366;16;departure
160367;71;departure
160373;84;departure
160375;12;departure
160377;34;departure
160380;93;departure
160382;91;departure
160383;20;departure
160385;41;departure
160387;12;departure
160388;80;departure
160391;88;departure
160392;81;departure
160393;82;departure
160393;62;departure
160394;82;departure
160394;62;departure
160397;12;departure
160398;14;departure
160400;31;departure
160404;49;departure
160405;5;departure
160408;29;departure
160410;21;departure
160411;70;departure
160413;5;departure
160414;80;departure
160415;10;departure
160416;78;departure
160417;22;departure
160420;96;departure
160421;22;departure
160427;42;departure
160428;41;departure
160431;73;departure
160432;38;departure
160433;80;departure
160435;72;departure
160437;97;departure
160438;84;departure
160439;69;departure
160441;12;departure
160442;65;departure
160443;84;departure
160444;28;departure
160445;4;departure
160446;50;departure
160449;93;departure
160450;5;departure
160451;16;departure
160453;73;departure
160455;69;departure
160457;49;departure
160459;41;departure
160461;72;departure
160466;38;departure
160468;41;departure
160471;14;departure
160472;22;departure
160473;22;departure
160474;15;departure
160477;51;departure
160480;73;departure
160481;12;departure
160484;52;departure
160485;13;departure
160486;70;departure
160489;63;departure
160491;82;departure
160491;62;departure
160492;35;departure
160493;41;departure
160494;15;departure
160495;65;departure
160497;12;departure
160498;19;departure
160502;81;departure
160505;70;departure
160506;17;departure
160509;20;departure
160512;86;departure
160515;16;departure
160518;73;departure
160520;50;departure
160522;80;departure
160523;21;departure
160524;82;departure
160524;62;departure
160527;52;departure
160529;80;departure
160533;89;departure
160535;11;departure
160540;83;departure
160541;49;departure
160542;54;departure
160543;19;departure
160544;88;departure
160546;30;departure
160547;12;departure
160552;72;departure
160553;41;departure
160557;57;departure
160560;82;departure
160560;62;departure
160562;22;departure
160564;12;departure
160567;38;departure
160571;32;departure
160574;89;departure
160578;61;departure
160580;16;departure
160581;45;departure
160583;14;departure
160585;76;departure
160587;39;departure
160589;52;departure
160590;41;departure
160593;84;departure
160594;3;departure
160595;69;departure
160596;21;departure
160597;44;departure
160598;14;departure
160601;54;departure
160602;20;departure
160606;88;departure
160607;58;departure
160608;82;departure
160608;62;departure
160610;96;departure
160611;65;departure
160613;84;departure
160614;16;departure
160615;12;departure
160617;93;departure
160621;36;departure
160623;34;departure
160625;72;departure
160626;41;departure
160628;73;departure
160631;67;departure
160634;82;departure
160634;62;departure
160636;30;departure
160637;75;departure
160638;80;departure
160641;52;departure
160642;52;departure
160645;88;departure
160646;16;departure
160648;28;departure
160650;12;departure
160652;38;departure
160654;69;departure
160655;96;departure
160657;20;departure
160658;93;departure
160660;21;departure
160663;21;departure
160666;57;departure
160667;81;departure
160668;28;departure
160669;42;departure
160670;56;departure
160671;81;departure
160672;38;departure
160674;90;departure
160675;63;departure
160676;73;departure
160679;83;departure
160680;81;departure
160681;30;departure
160684;72;departure
160686;52;departure
160687;13;departure
160690;17;departure
160691;35;departure
160694;65;departure
160695;17;departure
160696;11;departure
160697;38;departure
160698;3;departure
160701;32;departure
160704;51;departure
160705;16;departure
160706;28;departure
160709;93;departure
160711;56;departure
160712;65;departure
160714;16;departure
160716;16;departure
160717;35;departure
160720;38;departure
160721;22;departure
160723;80;departure
160725;19;departure
160726;16;departure
160727;38;departure
160729;82;departure
160729;62;departure
160730;12;departure
160731;66;departure
160732;65;departure
160733;22;departure
160734;20;departure
160735;20;departure
160737;93;departure
160738;65;departure
160740;72;departure
160741;58;departure
160742;12;departure
160743;20;departure
160745;41;departure
160747;41;departure
160749;15;departure
160753;65;departure
160754;32;departure
160755;56;departure
160756;42;departure
160761;36;departure
160763;52;departure
160764;36;departure
160767;37;departure
160771;41;departure
160773;3;departure
160775;75;departure
160777;72;departure
160778;21;departure
160779;31;departure
160780;54;departure
160781;95;departure
160782;5;departure
160783;48;departure
160785;66;departure
160792;71;departure
160796;13;departure
160797;72;departure
160798;82;departure
160798;62;departure
160799;82;departure
160799;62;departure
160800;28;departure
160802;95;departure
160805;38;departure
160808;36;departure
160809;65;departure
160810;83;departure
160812;22;departure
160813;20;departure
160815;81;departure
160816;41;departure
160817;78;departure
160818;42;departure
160819;52;departure
160820;43;departure
160821;73;departure
160823;65;departure
160825;1;departure
160826;6;departure
160832;80;departure
160833;35;departure
160834;16;departure
160835;81;departure
160839;75;departure
160841;20;departure
160844;72;departure
160845;61;departure
160846;49;departure
160847;69;departure
160850;28;departure
160851;36;departure
160852;80;departure
160853;86;departure
160854;50;departure
160855;25;departure
160856;17;departure
160858;80;departure
160859;52;departure
160860;20;departure
160861;22;departure
160863;2;departure
160864;23;departure
160865;42;departure
160866;69;departure
160868;51;departure
160873;81;departure
160874;34;departure
160875;12;departure
160876;82;departure
160876;62;departure
160877;40;departure
160879;13;departure
160880;24;departure
160883;95;departure
160884;41;departure
160886;34;departure
160887;6;departure
160889;72;departure
160891;65;departure
160894;16;departure
160896;26;departure
160898;5;departure
160899;38;departure
160900;88;departure
160901;78;departure
160902;65;departure
160904;63;departure
160907;11;departure
160909;12;departure
160911;3;departure
160913;16;departure
160916;42;departure
160917;73;departure
160918;13;departure
160921;6;departure
160924;78;departure
160925;21;departure
160927;80;departure
160928;64;departure
160929;57;departure
160930;22;departure
160931;81;departure
160933;80;departure
160934;86;departure
160935;5;departure
160937;96;departure
160938;73;departure
160939;38;departure
160942;36;departure
160943;52;departure
160945;59;departure
160946;67;departure
160947;20;departure
160948;65;departure
160949;65;departure
160950;35;departure
160952;74;departure
160954;65;departure
160957;12;departure
160958;16;departure
160959;12;departure
160960;12;departure
160963;69;departure
160965;59;departure
160966;57;departure
160967;42;departure
160968;36;departure
160969;20;departure
160976;81;departure
160977;82;departure
160977;62;departure
160978;31;departure
160979;60;departure
160980;72;departure
160981;91;departure
160984;29;departure
160985;90;departure
160986;36;departure
160987;30;departure
160989;20;departure
160990;82;departure
160990;62;departure
160992;21;departure
160993;59;departure
160994;91;departure
160997;46;departure
160998;30;departure
160999;39;departure
161001;81;departure
161002;43;departure
161003;87;departure
161004;22;departure
161005;65;departure
161006;43;departure
161007;16;departure
161009;83;departure
161010;3;departure
161012;40;departure
161014;12;departure
161015;76;departure
161018;84;departure
161023;22;departure
161028;75;departure
161029;52;departure
161030;80;departure
161032;30;departure
161033;75;departure
161034;14;departure
161035;12;departure
161036;52;departure
161037;12;departure
161038;32;departure
161039;79;departure
161040;12;departure
161041;57;departure
161043;30;departure
161044;21;departure
161046;31;departure
161049;50;departure
161052;81;departure
161057;66;departure
161059;28;departure
161061;13;departure
161062;52;departure
161063;36;departure
161064;65;departure
161066;50;departure
161068;11;departure
161070;51;departure
161071;41;departure
161072;80;departure
161074;59;departure
161075;36;departure
161076;35;departure
161081;16;departure
161083;69;departure
161086;82;departure
161086;62;departure
161088;50;departure
161089;34;departure
161090;90;departure
161092;2;departure
161093;42;departure
161094;69;departure
161096;5;departure
161097;72;departure
161098;40;departure
161099;42;departure
161101;17;departure
161103;57;departure
161104;45;departure
161106;14;departure
161107;23;departure
161108;16;departure
161109;82;departure
161109;62;departure
161110;52;departure
161113;12;departure
161115;61;departure
161116;84;departure
161117;20;departure
161118;20;departure
161119;16;departure
161120;81;departure
161121;17;departure
161124;21;departure
161126;46;departure
161131;88;departure
161132;89;departure
161133;80;departure
161134;50;departure
161138;6;departure
161141;32;departure
161143;76;departure
161144;19;departure
161145;17;departure
161147;16;departure
161148;70;departure
161151;71;departure
161152;38;departure
161153;75;departure
161156;30;departure
161157;91;departure
161159;28;departure
161162;49;departure
161163;32;departure
161164;80;departure
161165;40;departure
161167;69;departure
161168;80;departure
161170;76;departure
161171;30;departure
161172;13;departure
161176;24;departure
161177;19;departure
161178;12;departure
161179;17;departure
161180;6;departure
161181;80;departure
161182;48;departure
161183;42;departure
161184;72;departure
161186;40;departure
161188;75;departure
161190;15;departure
161191;82;departure
161191;62;departure
161192;42;departure
161193;12;departure
161194;78;departure
161196;41;departure
161197;12;departure
161198;69;departure
161199;49;departure
161200;78;departure
161203;17;departure
161204;12;departure
161206;80;departure
161207;84;departure
161208;13;departure
161213;35;departure
161214;65;departure
161216;41;departure
161218;12;departure
161222;30;departure
161223;30;departure
161227;29;departure
161229;54;departure
161232;65;departure
161237;30;departure
161240;65;departure
161242;30;departure
161245;59;departure
161248;34;departure
161249;77;departure
161251;90;departure
161258;5;departure
161260;81;departure
161261;34;departure
161266;26;departure
161267;69;departure
161268;50;departure
161269;58;departure
161271;69;departure
161272;41;departure
161273;41;departure
161275;76;departure
161276;40;departure
161277;30;departure
161279;65;departure
161280;42;departure
